created_date,created_time,text,replies,retweets,favorites
05/31/17,9:52:00 PM,"It was an honor to welcome the Prime Minister of Vietnam, Nguy   n Xu_n Ph_c to the @WhiteHouse this afternoon. https://t.co/6YbrIvJUCY",4595,7415,43207
05/31/17,8:04:00 PM,"We traveled the world to strengthen long-standing alliances, and to form new partnerships. See more at: https://t.co/VooQWEUNor https://t.co/MTBIa44MEp",15739,13112,59645
05/31/17,1:08:00 PM,I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!,31797,13903,72258
05/31/17,1:05:00 PM,"Hopefully Republican Senators, good people all, can quickly get together and pass a new (repeal &amp; replace) HEALTHCARE bill. Add saved $'s.",11230,12324,65270
05/31/17,11:14:00 AM,"Kathy Griffin should be ashamed of herself. My children, especially my 11 year old son, Barron, are having a hard time with this. Sick!",65983,53176,192267
05/31/17,10:45:00 AM,"...case against him &amp; now wants to clear his name by showing ""the false or misleading testimony by James Comey, John Brennan..."" Witch Hunt!",11184,12952,58791
05/31/17,10:37:00 AM,"So now it is reported that the Democrats, who have excoriated Carter Page about Russia, don't want him to testify. He blows away their....",7930,13783,55693
05/31/17,10:09:00 AM,"Who can figure out the true meaning of ""covfefe"" ???  Enjoy!",48879,83929,206623
05/30/17,2:01:00 PM,"RT @foxandfriends: Jared Kushner didn't suggest Russian communications channel in meeting, source says https://t.co/nF6bM1FEt1",14935,7511,26593
05/30/17,2:00:00 PM,RT @Scavino45: President Trump pays respects and  delivers #MemorialDay remarks at Arlington National Cemetery. https://t.co/D5rl948J6u,2525,6256,31314
05/30/17,1:59:00 PM,"The U.S. Senate should switch to 51 votes, immediately, and get Healthcare and TAX CUTS approved, fast and easy. Dems would do it, no doubt!",27145,19683,77126
05/30/17,11:04:00 AM,Russian officials must be laughing at the U.S. &amp; how a lame excuse for why the Dems lost the election has taken over the Fake News.,38746,21791,85946
05/30/17,10:40:00 AM,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change",24903,22338,88301
05/29/17,12:36:00 PM,I look forward to paying my respects to our brave men and women on this Memorial Day at Arlington National Cemetery later this morning.,15781,15009,91459
05/29/17,12:35:00 PM,"Today we remember the men and women who made the ultimate sacrifice in serving. Thank you, God bless your families &amp; God bless the USA!",10305,36363,149896
05/29/17,12:18:00 PM,"North Korea has shown great disrespect for their neighbor, China, by shooting off yet another ballistic missile...but China is trying hard!",10710,12439,64820
05/29/17,12:11:00 PM,"Honoring the men and women who made the ultimate sacrifice in service to America. Home of the free, because of the brave. #MemorialDay_   _   ",7295,26567,105175
05/29/17,12:20:00 AM,The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!,50734,29563,114650
05/29/17,12:07:00 AM,"The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well, actually ahead of schedule. Big benefits to all!",19191,15703,74760
05/28/17,11:57:00 PM,I suggest that we add more dollars to Healthcare and make it the best anywhere. ObamaCare is dead - the Republicans will do much better!,22126,13564,69700
05/28/17,2:43:00 PM,British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!,22746,16509,69252
05/28/17,12:45:00 PM,....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!,19720,13118,59139
05/28/17,12:45:00 PM,Does anyone notice how the Montana Congressional race was such a big deal to Dems &amp; Fake News until the Republican won? V was poorly covered,20181,14734,69827
05/28/17,12:34:00 PM,"Whenever you see the words 'sources say' in the fake news media, and they don't mention names....",18093,19013,77354
05/28/17,12:33:00 PM,It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,27739,17410,71193
05/28/17,12:10:00 PM,Just returned from Europe. Trip was a great success for America. Hard work but big results!,21184,14138,81452
05/28/17,12:02:00 PM,Big win in Montana for Republicans!,8662,9610,63147
05/27/17,5:19:00 PM,"Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS, JOBS, JOBS!",22632,24347,91202
05/27/17,4:22:00 PM,I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.,6977,7774,42286
05/27/17,4:17:00 PM,"....""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""",3701,7406,41006
05/27/17,4:16:00 PM,"Just left the #G7Summit. Had great meetings on everything, especially on trade where....",5442,7983,46205
05/27/17,12:17:00 PM,I will make my final decision on the Paris Accord next week!,21234,10356,53266
05/27/17,10:03:00 AM,"Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger.",15382,16379,75202
05/27/17,9:58:00 AM,"Big G7 meetings today. Lots of very important matters under discussion. First on the list, of course, is terrorism. #G7Taormina",5592,9384,50333
05/26/17,8:39:00 PM,"On behalf of @FLOTUS Melania and myself, thank you for a wonderful dinner and evening, President Sergio Mattarella. #G7Taormina https://t.co/BbKMB8jKRG",8142,11871,61837
05/26/17,8:26:00 PM,Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evil _    https://t.co/haeuvCIF6I,11969,20151,73825
05/26/17,10:14:00 AM,"Getting ready to engage G7 leaders on many issues including economic growth, terrorism, and security.",12020,11207,62353
05/26/17,10:13:00 AM,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,15085,13631,71498
05/25/17,2:33:00 PM,RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brussels  _,2937,9992,64061
05/24/17,8:11:00 PM,"Thank you for the warm welcome to Brussels, Belgium this afternoon! https://t.co/1AvYSameD4",7895,10864,57106
05/24/17,12:20:00 PM,Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEACE in our world. https://t.co/JzJDy7pllI,22390,24952,109390
05/23/17,3:58:00 PM,All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.,13758,29716,119115
05/23/17,3:47:00 PM,"Israel, Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope, then #G7 and #NATO.",9746,12573,66883
05/23/17,3:43:00 PM,"Thank you for such a wonderful and unforgettable visit, Prime Minister @Netanyahu and @PresidentRuvi.",3187,9700,60337
05/23/17,12:04:00 PM,We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE,8735,33829,140229
05/22/17,8:14:00 PM,"Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself, thank you for the invitation to join you today! _   _   _   _    https://t.co/65npSnfS2E",7784,13497,66251
05/21/17,9:51:00 PM,#RiyadhSummit #POTUSAbroad_   _    https://t.co/WdDEOiV6oS,9671,17917,61685
05/21/17,11:15:00 AM,RT @FLOTUS: I had a wonderful time with the students at the American International School #Riyadh today. #SaudiaArabia https://t.co/AVzVV0W  _,7347,19603,107098
05/20/17,3:50:00 PM,"Thank you to the BRAVE servicemen &amp; women who have served, and continue to serve the United States- our true HEROES! #ArmedForcesDay https://t.co/5Kkh0PYs5A",9267,19281,77968
05/20/17,9:44:00 AM,"Great to be in Riyadh, Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad https://t.co/JJOra0KfyR",21180,96816,102069
05/19/17,2:24:00 PM,Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!,41438,20226,106728
05/18/17,2:07:00 PM,"With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration, there was never a special counsel appointed!",55292,30314,105819
05/18/17,11:52:00 AM,This is the single greatest witch hunt of a politician in American history!,89675,36356,121438
05/16/17,7:38:00 PM,"It was a great honor to welcome the President of Turkey, Recep Tayyip Erdo  an, to the @WhiteHouse today! https://t.co/4BWjOCgnNv",25128,19315,74347
05/16/17,4:02:00 PM,'U.S. Industrial Production Surged in April' https://t.co/S0Z4SEIRhi,10146,12354,52037
05/16/17,12:10:00 PM,"I have been asking Director Comey &amp; others, from the beginning of my administration, to find the LEAKERS in the intelligence community.....",53523,19742,79665
05/16/17,11:13:00 AM,"...to terrorism and airline flight safety. Humanitarian reasons, plus I want Russia to greatly step up their fight against ISIS &amp; terrorism.",26082,17927,76223
05/16/17,11:03:00 AM,"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining....",37840,19442,75988
05/13/17,5:54:00 PM,Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy!,12312,7594,45448
05/12/17,9:16:00 PM,"Today, I welcomed the Victory Christian Center School. Good luck @ the Team America Rocketry Challenge! #TARC Watch: https://t.co/AgOi7aaG6t https://t.co/zXBBhz7qcV",5666,10754,51930
05/12/17,9:09:00 PM,"Today, @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by, say hello, &amp; introduce Melania! https://t.co/0pVUUvf2vy",6387,11861,56198
05/12/17,1:20:00 PM,"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!",24612,30754,123717
05/12/17,12:54:00 PM,"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?",33574,18163,72251
05/12/17,12:26:00 PM,"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",59334,25538,76138
05/12/17,12:07:00 PM,"...Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???",38152,18630,80539
05/12/17,11:59:00 AM,"As a very active President with lots of things happening, it is not possible for my surrogates to stand at podium with perfect accuracy!....",28195,13217,61993
05/12/17,11:53:00 AM,The Fake Media is working overtime today!,20026,20119,78735
05/12/17,11:51:00 AM,"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.",21877,19266,77764
05/11/17,8:34:00 PM,Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.,39663,25118,93493
05/11/17,7:55:00 PM,We finally agree on something Rosie. https://t.co/BSP5F3PgbZ,15628,41033,121070
05/10/17,7:23:00 PM,Dems have been complaining for months &amp; months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!,35673,25333,94358
05/10/17,12:57:00 PM,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,19902,15613,57347
05/10/17,12:39:00 PM,"caught, he cried like a baby and begged for forgiveness...and now he is judge &amp; jury. He should be the one who is investigated for his acts.",19269,13632,60849
05/10/17,12:30:00 PM,"years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When....",11743,14452,55966
05/10/17,12:24:00 PM,"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history. For....",11439,14895,56734
05/10/17,11:28:00 AM,RT @DRUDGE_REPORT: 10 SCANDALS ON DIRECTOR'S WATCH... https://t.co/dnGY08wTBP,2620,8496,20112
05/10/17,11:27:00 AM,"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!",28684,17813,73575
05/10/17,11:21:00 AM,"RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY; TOPS AFGHAN, IRAQ... https://t.co/i4FtSpLiHV",2382,7200,17543
05/10/17,11:19:00 AM,"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI.",22545,18187,78824
05/10/17,11:10:00 AM,"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!",16365,19358,75724
05/10/17,2:42:00 AM,"Cryin' Chuck Schumer stated recently, ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant.  #draintheswamp",41158,29426,94981
5/9/2017  5,:19:00 PM,"It was an honor to welcome the Teachers of the Year to the WH last month. Today, we honor and thank all teachers! #NationalTeachersDay https://t.co/0gj8TIRa5y",7758,9884,52323
5/8/2017  1,12:50:00 PM,Biggest story today between Clapper &amp; Yates is on surveillance. Why doesn't the media report on this? #FakeNews!,27094,14160,53697
5/8/2017  1,12:46:00 PM,"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?",42889,16283,63697
5/8/2017  1,12:43:00 PM,Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!,17054,11139,52478
5/8/2017  1,12:41:00 PM,"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",20963,17473,66544
5/8/2017  5,:42:00 PM,"Honored to welcome Georgia Prime Minister, Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence. https://t.co/EAPvsrbrUO https://t.co/FnKkuWLFDp",5211,6790,35375
5/8/2017  2,:43:00 PM,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",22956,16487,59375
5/8/2017  1,1:57:00 AM,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,30801,16343,58929
5/8/2017  1,1:32:00 AM,Congratulations to @PGA_JohnDaly on his big win yesterday. John is a great guy who never gave up - and now a winner again!,3846,10322,50506
5/7/2017  1,12:58:00 PM,Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.,12721,10319,44104
5/7/2017  7,:22:00 PM,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!,19926,22368,79946
5/7/2017  1,2:49:00 PM,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!,20013,12861,59443
5/7/2017  1,1:37:00 AM,RT @brunelldonald: I thought about jobs that went overseas failing schools open borders not my skin color when I voted @realDonaldTrump! I  _,7632,14247,60178
5/7/2017  1,1:17:00 AM,"RT @FoxNews: .@POTUS: ""I'm not against the media. I'm against the FAKE media."" #CashinIn https://t.co/F7mBIj7iVL",7348,9768,40509
5/7/2017  1,1:15:00 AM,When will the Fake Media ask about the Dems dealings with Russia &amp; why the DNC wouldn't allow the FBI to check their server or investigate?,21003,18417,67192
5/6/2017  1,12:39:00 PM,"The reason I am staying in Bedminster, N. J., a beautiful community, is that staying in NYC is much more expensive and disruptive. Meetings!",27110,10968,62851
5/5/2017  1,1:34:00 PM,Great jobs report today - It is all beginning to work!,17509,12590,69228
5/5/2017  1,1:29:00 PM,Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!,18549,14347,63441
5/5/2017  1,1:22:00 PM,"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",25426,13821,65672
5/5/2017  7,:43:00 PM,#WeeklyAddress_   _    https://t.co/4qckKpbtCR,6532,9887,38684
5/5/2017  7,:32:00 PM,"JOBS, JOBS, JOBS! https://t.co/UR0eetSEnO",9152,12778,46613
5/5/2017  7,:13:00 PM,Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great.,21814,12770,62709
5/5/2017  1,:02:00 PM,"Rather than causing a big disruption in N.Y.C., I will be working out of my home in Bedminster, N.J. this weekend. Also saves country money!",33049,11828,65876
5/5/2017  1,2:52:00 PM,"Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2, we will have truly great healthcare!",13507,10077,53925
5/5/2017  6,:16:00 AM,"An honor to welcome PM of Australia, @TurnbullMalcolm to America &amp; join him in marking the 75th Anniversary of the Battle of the Coral Sea. https://t.co/uvkxLWNBpV",4723,7099,38167
5/5/2017  2,:55:00 AM,It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp; replace of ObamaCare. Make no mistake about it. https://t.co/fYtghBlXxS,20553,12721,58391
5/4/2017  6,:07:00 PM,"If victorious, Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!",18425,8402,48719
5/4/2017  5,:56:00 PM,Insurance companies are fleeing ObamaCare - it is dead. Our healthcare plan will lower premiums &amp; deductibles - and be great healthcare!,16001,12356,57485
5/4/2017  5,:43:00 PM,"I am watching the Democrats trying to defend the ""you can keep you doctor, you can keep your plan &amp; premiums will go down"" ObamaCare lie.""",14258,14534,60758
5/4/2017  3,:26:00 PM,"Beautiful evening with Religious Leaders here at the WH last night. Join us now for a #NationalDayofPrayer, LIVE: https://t.co/O7TYwULmEe https://t.co/Yj4x47FFT7",7570,8186,37018
5/4/2017  1,1:09:00 AM,"RT @foxandfriends: President Trump to sign an executive order on religious liberty today, the National Day of Prayer | @kevincorke https://  _",4527,10157,39936
5/4/2017  1,1:07:00 AM,Congratulations to @foxandfriends on its unbelievable ratings hike.,7244,6730,37543
5/4/2017  1,1:02:00 AM,The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,23659,18732,72397
5/4/2017  1,12:49:00 AM,...allegations of unmasking Trump transition officials. Not good!,6178,9438,40334
5/4/2017  1,12:40:00 AM,"Susan Rice, the former National Security Advisor to President Obama, is refusing to testify before a Senate Subcommittee next week on.....",9402,13828,46323
5/3/2017  8,:57:00 PM,It was an honor to stop by a #SchoolChoice event hosted by @VP Pence and @usedgov Secretary @BetsyDeVosED at the @WhiteHouse today. https://t.co/XmntwbMXBQ,5051,8657,41364
5/3/2017  3,:06:00 AM,...Trump/Russia story was an excuse used by the Democrats as justification for losing the election. Perhaps Trump just ran a great campaign?,36649,18548,81665
5/3/2017  2,:51:00 AM,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,24057,20388,79470
5/2/2017  1,:07:00 PM,"either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good ""shutdown"" in September to fix mess!",40452,16882,66047
5/2/2017  1,:01:00 PM,The reason for the plan negotiated between the Republicans and Democrats is that we need 60 votes in the Senate which are not there! We....,11421,9929,43142
5/2/2017  1,2:55:00 AM,"President Andrew Jackson, who died 16 years before the Civil War started, saw it coming and was angry. Would never have let it happen!",40826,11636,56685
5/1/2017  7,:29:00 PM,This month we celebrate the contributions of Asian Americans &amp; Pacific Islanders that enrich our Nation. https://t.co/rEJi9ahOaY,5124,7066,35738
04/30/17,12:32:00 PM,...healthcare plan is on its way. Will have much lower premiums &amp; deductibles while at the same time taking care of pre-existing conditions!,24936,14132,74880
04/30/17,12:28:00 PM,You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New,13131,13217,59950
04/30/17,12:09:00 PM,"The Democrats, without a leader, have become the party of obstruction.They are only interested in themselves and not in what's best for U.S.",28044,24178,93669
04/30/17,12:05:00 PM,Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!,13567,11473,66158
04/30/17,11:33:00 AM,I will be interviewed on @FaceTheNation this morning at 10:00 A.M. Have a great day!,7021,5754,38801
04/29/17,5:42:00 PM,"RT @charliekirk11: 100 days ago a new message, leader, &amp; movement took the Oval Office! A government FOR the people BY the people. This is  _",8619,10531,42260
04/29/17,5:39:00 PM,"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders &amp; great optimism!",31442,19758,78646
04/29/17,3:35:00 PM,"Looking forward to RALLY in the Great State of Pennsylvania tonight at 7:30. Big crowd, big energy!",15308,10193,58497
04/29/17,2:40:00 AM,".@LouDobbs just stated that ""President Trump's successes are unmatched in recent presidential history""  Thank you Lou!",24191,14957,71810
04/29/17,2:34:00 AM,RT @foxnation: . @TuckerCarlson : #Dems Don't Really Believe #Trump Is a Pawn of #Russia - That's Just Their Political Tool  https://t.co/K  _,5784,7006,25901
04/28/17,11:26:00 PM,"North Korea disrespected the wishes of China &amp; its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",16049,23056,83911
04/28/17,10:31:00 PM,I will be interviewed by @MarthaMaccallum on @FoxNews tonight at 7pm. Enjoy!,7699,5238,34801
04/28/17,12:15:00 PM,"We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!",13616,15545,79549
04/28/17,12:12:00 PM,"RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http  _",7628,8767,23452
04/27/17,10:43:00 PM,"Today, I signed an Executive Order on Improving Accountability and Whistleblower Protection at the @DeptVetAffairs: https://t.co/sTxF5JYewQ https://t.co/wdhI92TCvW",8414,10821,46399
04/27/17,9:42:00 PM,"Presidential Memorandum for the @CommerceGov, @SecretaryRoss re: Aluminum Imports and Threats to National Security: https://t.co/sC3DORpW9v https://t.co/u1OXeE8RZj",2739,5899,27730
04/27/17,6:59:00 PM,.@FLOTUS Melania and I were honored to welcome Argentina President @MauricioMacri and First Lady Juliana Awada to the @WhiteHouse today_   _   _  __    https://t.co/9cuZJ9egg0,4653,11835,52658
04/27/17,2:39:00 PM,Democrats used to support border security     now they want illegals to pour through our borders.,14911,14113,57708
04/27/17,2:39:00 PM,As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!,29878,14922,58930
04/27/17,2:38:00 PM,Democrats jeopardizing the safety of our troops to bail out their donors from insurance companies. It is time to put #AmericaFirst_   _   ,8441,11851,48322
04/27/17,2:37:00 PM,I want to help our miners while the Democrats are blocking their healthcare.,11300,9631,44674
04/27/17,2:37:00 PM,I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,10390,13001,59389
04/27/17,2:37:00 PM,What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.,12264,13676,59057
04/27/17,11:30:00 AM,The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,17173,17660,69489
04/27/17,11:21:00 AM,"...subject to the fact that if we do not reach a fair deal for all, we will then terminate NAFTA. Relationships are good-deal very possible!",4720,10020,48516
04/27/17,11:12:00 AM,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,8502,15839,69131
04/26/17,11:06:00 PM,"Democrats are trying to bail out insurance companies from disastrous #ObamaCare, and Puerto Rico with your tax dollars. Sad!",19888,15340,52352
04/26/17,10:27:00 PM,"A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year from each State &amp; territory! https://t.co/jGgfNWwy3c",4885,9524,48381
04/26/17,8:49:00 PM,"Today, I signed an Executive Order on Enforcing Statutory Prohibitions on Federal Control of Education. EO: https://t.co/cdgj53B3yo https://t.co/yO6tRcbkXD",5534,9003,39603
04/26/17,6:10:00 PM,"Today, I signed an Executive Order @ the U.S. Dept. of @Interior: 'Review of Designations Under the Antiquities Act' https://t.co/590ZX7cUV9 https://t.co/wpqghLqqiF",6594,7108,33206
04/26/17,10:51:00 AM,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,8720,9291,46561
04/26/17,10:38:00 AM,"...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.",12069,12668,55657
04/26/17,10:30:00 AM,"Out of our very big country, with many choices, does everyone notice that both the ""ban"" case and now the ""sanctuary"" case is brought in ...",6298,10293,48266
04/26/17,10:20:00 AM,First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,16873,17854,67804
04/25/17,12:36:00 PM,"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",29225,26035,98514
04/25/17,12:30:00 PM,Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,19206,14299,61191
04/25/17,11:23:00 AM,Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! https://t.co/e6Uajrm8zp,7605,6614,37728
04/24/17,8:32:00 PM,"Today, I signed the Holocaust Remembrance Proclamation: https://t.co/762SqgdLMV #ICYMI- My statement last night at the @WorldJewishCong. https://t.co/7vQWsGJC2F",7150,10310,43524
04/24/17,5:18:00 PM,"If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!",21371,13450,70669
04/24/17,5:11:00 PM,Join me in congratulating @NASA's @AstroPeggy by using the hashtag #CongratsPeggy! Earlier today: https://t.co/z1pte6dgD0 https://t.co/8AcmargFGP,3878,7409,37068
04/24/17,12:28:00 PM,The Wall is a very important tool in stopping drugs from pouring into our country and poisoning our youth (and many others)! If,14377,11231,50882
04/24/17,12:15:00 PM,"The two fake news polls released yesterday, ABC &amp; NBC, while containing some very positive info, were totally wrong in General E. Watch!",11291,8953,45934
04/23/17,7:55:00 PM,...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me &amp; 53% said strong leader.,25182,11838,59878
04/23/17,7:48:00 PM,New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....,21582,11624,62698
04/23/17,3:44:00 PM,"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",32688,14922,63041
04/23/17,3:42:00 PM,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,23841,16077,63496
04/23/17,2:20:00 PM,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,18124,12112,57657
04/23/17,2:07:00 PM,"Thank you Lake Worth, Florida. @foxandfriends",2724,4799,34219
04/23/17,2:05:00 PM,Very interesting election currently taking place in France.,8370,16859,61997
04/22/17,9:49:00 PM,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,29610,17992,87956
04/22/17,7:01:00 PM,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",29098,14498,79002
04/22/17,4:15:00 PM,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,12997,16784,73868
04/22/17,4:10:00 PM,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!,17100,11665,57817
04/22/17,4:05:00 PM,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,6870,10360,61016
04/22/17,3:18:00 PM,"RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/  _",4307,7204,13099
04/22/17,3:18:00 PM,RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis https://t.co/v2C9oaq3uY,1287,5351,21525
04/22/17,3:38:00 AM,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first tour of the WH Residence. https://t.co/axmdkTmNtF",5907,10309,53804
04/21/17,1:04:00 PM,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",8971,14240,65270
04/21/17,10:50:00 AM,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp; it has been a lot (including S.C.), media will kill!",38528,14600,72359
04/21/17,10:32:00 AM,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,10783,18502,73778
04/21/17,10:11:00 AM,RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h  _,3391,8490,24835
04/20/17,9:35:00 PM,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference: https://t.co/o9d31Veybs https://t.co/s6ZwJJiWbQ,5376,6949,36683
04/20/17,7:33:00 PM,"We're going to use American steel, we're going to use American labor, we are going to come first in all deals.  _    https://t.co/Ty5011oJjU https://t.co/yC5ZuVavxK",10974,11581,51728
04/20/17,1:48:00 PM,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",23544,18945,80142
04/20/17,1:34:00 AM,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations! https://t.co/OX5CPeZ5BZ https://t.co/wXLsO4AZMr,7730,9631,48356
04/19/17,5:31:00 PM,#BuyAmericanHireAmerican_   _    https://t.co/JPEXQTVR1E,10083,12789,53356
