created_date,created_time,text,replies,retweets,favorites
9/3/2017  2,:50:00 AM,"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",5974,13911,69544
9/3/2017  2,:42:00 AM,RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM,7474,25788,72852
9/3/2017  2,:41:00 AM,RT @ColumbiaBugle: @realDonaldTrump @FLOTUS President Trump greeting families affected by Hurricane Harvey. #TexasStrong https://t.co/5Ga3d  _,2728,7578,32275
9/3/2017  2,:40:00 AM,RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,2134,9081,35923
9/2/2017  4,:56:00 PM,"TEXAS: We are with you today, we are with you tomorrow, and we will be with you EVERY SINGLE DAY AFTER, to restore, recover, and REBUILD! https://t.co/p1Fh8jmmFA",13336,25991,110180
9/2/2017  1,:58:00 PM,Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! https://t.co/z3bHVdJVPr,10066,14895,78703
9/2/2017  1,2:34:00 AM,"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief, @RedCross &amp; @SalvationArmyUS https://t.co/DLgFNiCxN2",6942,13331,62788
9/2/2017  1,2:03:00 AM,I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,18164,17143,99963
9/1/2017  1,1:47:00 PM,Stock Market up 5 months in a row!,17798,17880,95524
9/1/2017  7,:47:00 PM,"'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas https://t.co/shen5JxChQ https://t.co/MpLB7WpxfT",16568,24734,78966
9/1/2017  1,2:58:00 PM,Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,16826,18389,98093
9/1/2017  1,2:47:00 PM,...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,13584,13790,69686
9/1/2017  1,2:35:00 PM,General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,10217,13920,75976
9/1/2017  1,1:56:00 AM,"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",45942,42933,136821
08/31/17,12:35:00 PM,RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartis  _,6739,7218,29754
08/31/17,1:29:00 AM,RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. https://t.co/P3qNX  _,1818,8551,29250
08/31/17,1:00:00 AM,First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives     they represent the very best of America! https://t.co/I0gvCQLTKO,14856,23025,101232
08/31/17,12:50:00 AM,RT @IvankaTrump: We must reform our tax code so that all Americans can succeed in our modern economy &amp; achieve the American Dream! #TaxRefo  _,21541,10910,51927
08/30/17,7:38:00 PM,"Texas &amp; Louisiana: We are w/ you today, we are w/ you tomorrow, &amp; we will be w/ you EVERY SINGLE DAY AFTER, to restore, recover, &amp; REBUILD! https://t.co/YQb82K2VSB",13524,27077,99092
08/30/17,1:42:00 PM,Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,19640,14169,83451
08/30/17,1:27:00 PM,"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!",42778,28465,109372
08/30/17,1:12:00 PM,"After witnessing first hand the horror &amp; devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!",22243,24797,118412
08/30/17,12:47:00 PM,"The U.S. has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!",24458,28585,110958
08/29/17,4:06:00 PM,RT @BrazoriaCounty: https://t.co/sUTyXBzer9,3112,15270,22055
08/29/17,12:26:00 PM,.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,16990,17215,80222
08/29/17,12:10:00 PM,Leaving now for Texas!,31411,22069,143063
08/29/17,11:31:00 AM,"RT @TheFive: ""Trump just won on law &amp; order and now he's delivering the goods."" -@jessebwatters #thefive",4689,7459,34424
08/29/17,11:22:00 AM,"RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated, please DO NOT return home until authorities indicate it i  _",581,5193,15965
08/29/17,11:22:00 AM,RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA  _,1238,7459,22395
08/28/17,1:13:00 PM,RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,3763,12728,43190
08/28/17,1:11:00 PM,"RT @Inspire_Us: No color, no religion, no nationality should come between us, we are all children of God. - Mother Teresa",8092,12647,42703
08/28/17,1:08:00 PM,"RT @DineshDSouza: Finally, as if by accident, the @washingtonpost breaks down &amp; admits the truth about where the violence is coming from ht  _",7396,30941,62835
08/28/17,1:08:00 PM,"RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans. Spar  _",11816,27233,72773
08/27/17,11:01:00 PM,"HISTORIC rainfall in Houston, and all over Texas. Floods are unprecedented, and more rain coming. Spirit of the people is incredible.Thanks!",38130,22544,109629
08/27/17,2:39:00 PM,Major rescue operations underway!,18089,15515,84811
08/27/17,2:31:00 PM,Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!,15984,11042,55087
08/27/17,1:51:00 PM,"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficult,may have to terminate?",26963,19176,82791
08/27/17,1:44:00 PM,"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",57063,26868,103530
08/27/17,1:25:00 PM,"Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going, and going well!",17142,13277,63083
08/27/17,1:15:00 PM,"I will also be going to a wonderful state, Missouri, that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!",23079,12488,68465
08/27/17,12:59:00 PM,I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,16162,22882,113053
08/27/17,12:25:00 PM,Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,12414,10620,62054
08/27/17,12:04:00 PM,Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,7802,14200,79342
08/27/17,11:45:00 AM,"A great book by a great guy, highly recommended! https://t.co/3jbDDN8YmJ",23453,14434,56688
08/26/17,10:57:00 PM,"Wonderful coordination between Federal, State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.",13252,18495,93276
08/26/17,7:46:00 PM,THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! https://t.co/Ds95oSgo8f,7210,17016,74071
08/26/17,11:52:00 AM,"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",12657,14562,77949
08/26/17,11:32:00 AM,".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",4605,11076,56336
08/26/17,11:23:00 AM,RT @VP: All Americans in harms way need to be prepared and should continue visiting https://t.co/2H22XpTtPj for critical updates on #Hurric  _,3173,6864,31607
08/26/17,11:22:00 AM,RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @E  _,1601,4621,22096
08/26/17,11:21:00 AM,You are doing a great job - the world is watching! Be safe. https://t.co/PJLdxy3hD9,4294,8809,47733
08/26/17,11:17:00 AM,RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials &amp; review important safety information. https://t.c  _,564,3679,17047
08/26/17,4:47:00 AM,We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov https://t.co/PryIqRxgLr,5732,12107,51742
08/26/17,2:00:00 AM,I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,81685,35290,148473
08/26/17,1:46:00 AM,"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",17854,29350,139787
08/25/17,10:12:00 PM,Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,14903,20977,103750
08/25/17,9:12:00 PM,"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",13735,11560,66325
08/25/17,9:03:00 PM,"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",6606,10710,61561
08/25/17,7:18:00 PM,I encourage everyone in the path of #HurricaneHarvey to heed the advice &amp; orders of their local and state officials. https://t.co/N6uEWCZUrv,8772,12909,52670
08/25/17,4:02:00 PM,"Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke, @FEMA_Brock, @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z",8274,8520,39449
08/25/17,3:46:00 PM,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,7953,12768,59487
08/25/17,12:25:00 PM,Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,19861,14371,62683
08/25/17,11:32:00 AM,"Nick Adams, ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",23662,15741,70222
08/25/17,10:44:00 AM,"Few, if any, Administrations have done more in just 7 months than the Trump A. Bills passed, regulations killed, border, military, ISIS, SC!",34911,15900,72957
08/25/17,10:40:00 AM,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,15658,18471,86442
08/25/17,10:33:00 AM,"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",17966,17713,68273
08/25/17,10:25:00 AM,RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman _   _   _   _   _   _    https://t.c  _,3434,5648,28669
08/25/17,3:23:00 AM,RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://t  _,3486,10224,37536
08/25/17,12:21:00 AM,A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! https://t.co/4lJ94nxODu,7069,12377,61076
08/24/17,5:13:00 PM,"On Tuesday, I visited with the incredible men &amp; women of @ICEgov &amp; @DHSgov Border Patrol in Yuma, AZ. Thank you. We respect &amp; cherish you! https://t.co/KSQddGqWzJ",6557,12598,57231
08/24/17,1:42:00 PM,"The only problem I have with Mitch McConnell is that, after hearing Repeal &amp; Replace for 7 years, he failed!That should NEVER have happened!",34358,25283,106891
08/24/17,1:15:00 PM,"..(enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!",11768,10936,54934
08/24/17,1:15:00 PM,"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?",23669,22437,77238
08/24/17,1:07:00 PM,"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally.....",16039,14813,69610
08/24/17,12:33:00 PM,RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs,26225,26911,73253
08/24/17,12:25:00 PM,...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,13777,13534,62171
08/24/17,12:19:00 PM,I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,7835,18085,65421
08/24/17,12:52:00 AM,"Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017 https://t.co/46m20cJkLB",7821,12661,59282
08/23/17,7:10:00 PM,"As long as we have faith in each other and confidence in our values, then there is no challenge too great for us to conquer! #ALConv2017 https://t.co/tsIAgHbFM7",19162,17266,72691
08/23/17,1:50:00 PM,"If Republican Senate doesn't get rid of the Filibuster Rule &amp; go to a simple majority, which the Dems would do, they are just wasting time!",23690,19992,80667
08/23/17,1:40:00 PM,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,37800,19605,90462
08/23/17,1:20:00 PM,"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime &amp; border!",25059,20101,95767
08/23/17,7:01:00 AM,MAKE AMERICA GREAT AGAIN! https://t.co/RzePiucV3h,17976,16125,68306
08/23/17,6:00:00 AM,#DrainTheSwamp #PhoenixRally https://t.co/o7S6xoCBiC,8875,11178,51495
08/23/17,5:32:00 AM,"Not only does the media give a platform to hate groups, but the media turns a blind eye to the gang violence on our streets! https://t.co/Mau0B1qYIP",23247,27743,97898
08/23/17,5:18:00 AM,"Thank you Arizona. Beautiful turnout of 15,000 in Phoenix tonight! Full coverage of rally via my Facebook at: https://t.co/s0D12EFs40 https://t.co/WT4D9Vsen1",15792,13212,57937
08/23/17,12:20:00 AM,"THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma, Arizona &amp; around the United States! https://t.co/tjFx8XjhDz",9205,20361,90665
08/22/17,11:12:00 PM,"We will push onward to victory w/hope in our hearts, courage in our souls &amp; everlasting pride in each &amp; every one of you. God Bless America. https://t.co/44QYFSq07a",9474,16617,70490
08/22/17,7:15:00 PM,"We pray for our fallen heroes who died while serving our country in the @USNavy aboard the  #USSJohnSMcCain, and their families. https://t.co/t3kD8qj9Mt",6157,16276,71197
08/22/17,10:46:00 AM,"Was with great people last night in Fort Myer, Virginia. The future of our country is strong!",16260,15363,90569
08/22/17,3:20:00 AM,"Thank you to the men and women of Fort Myer, and every member of the U.S. Military at home and abroad. #USA_   _    https://t.co/ticezYKkhz",7307,15244,74789
08/22/17,3:01:00 AM,RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.,10005,8124,42347
08/21/17,1:32:00 PM,"Thank you, the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK",34793,20590,86565
08/21/17,1:27:00 PM,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,20114,15934,76023
08/21/17,3:01:00 AM,Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU,13287,20934,85984
08/20/17,11:22:00 PM,Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!,58514,28678,129582
08/19/17,8:41:00 PM,"Our great country has been divided for decades. Sometimes you need protest in order to heal, &amp; we will heal, &amp; be stronger than ever before!",36264,28830,141690
08/19/17,8:41:00 PM,I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!,51976,32848,157348
08/19/17,7:29:00 PM,Great job by all law enforcement officers and Boston Mayor @Marty_Walsh.,8659,15091,82939
08/19/17,7:22:00 PM,Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.,35600,25397,123588
08/19/17,5:47:00 PM,Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,26588,28157,105886
08/19/17,11:47:00 AM,"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",15802,16055,85515
08/19/17,11:33:00 AM,I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,30602,25228,118341
08/19/17,1:30:00 AM,"Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont _    https://t.co/c3zIkdtowc https://t.co/re6n0MS0cj",12090,14833,62795
08/18/17,11:17:00 PM,"Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA_   _    https://t.co/Hjmcnnse9j",15274,13859,69780
08/18/17,3:28:00 PM,I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s,12305,14196,57511
08/18/17,3:27:00 PM,RT @hughhewitt: #NeverTrumpers elite MSMers and virtue signalers are persuading themselves that @realDonaldTrump supporters are deserting.  _,5353,10311,32714
08/18/17,3:27:00 PM,"RT @hughhewitt: @realDonaldTrump I spoke to a group of influential CA GOPers tonight, long time activists, bundlers, influencers. Support f  _",7537,12210,39215
08/18/17,2:09:00 PM,"Heading to Camp David for major meeting on National Security, the Border and the Military (which we are rapidly building to strongest ever).",18349,16030,87459
08/18/17,1:06:00 PM,Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,35447,37475,143816
08/18/17,12:55:00 PM,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,27247,23351,98223
08/18/17,12:31:00 PM,Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!,20122,22566,111890
08/17/17,6:45:00 PM,Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,71952,30296,109481
08/17/17,6:00:00 PM,"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough &amp; strong, we love you!",40413,65515,220606
08/17/17,1:21:00 PM,"...the beauty that is being taken out of our cities, towns and parks will be greatly missed and never able to be comparably replaced!",53981,27011,112789
08/17/17,1:15:00 PM,"...can't change history, but you can learn from it. Robert E Lee, Stonewall Jackson - who's next, Washington, Jefferson? So foolish! Also...",41881,34034,136027
08/17/17,1:07:00 PM,Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....,46624,34169,134037
08/17/17,12:59:00 PM,Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,10614,11800,66280
08/17/17,10:56:00 AM,"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate. He's toxic!",23612,23885,86119
08/17/17,10:32:00 AM,"The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame!",51564,32952,128405
08/17/17,10:24:00 AM,...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!,12804,15211,71016
08/17/17,10:19:00 AM,"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis &amp; white supremacists......",22021,20051,80441
08/17/17,2:55:00 AM,THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti,11637,15650,64106
08/17/17,12:11:00 AM,"Join me at 7:00 P.M. on Tuesday, August 22nd in Phoenix, Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq",26351,13825,50650
08/16/17,9:35:00 PM,"Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017, joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB",10425,13717,58294
08/16/17,7:49:00 PM,"Just landed in Bedminster, New Jersey. #MAGA _ _ https://t.co/6EQfmRzrnv",17141,6378,44307
08/16/17,5:50:00 PM,"RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comfor  _",15444,12452,46328
08/16/17,5:14:00 PM,"Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!",63137,20075,86973
08/16/17,2:58:00 PM,"Memorial service today for beautiful and incredible Heather Heyer, a truly special young woman. She will be long remembered by all!",35334,17730,96131
08/16/17,2:51:00 PM,"Wow, Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!",11943,9954,57652
08/16/17,12:39:00 PM,MAKE AMERICA GREAT AGAIN!,58424,52362,171713
08/16/17,11:39:00 AM,Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,20595,27157,118349
08/16/17,11:32:00 AM,RT @jessebwatters: Thanks for watching!! https://t.co/QEjLzzGjDk,1803,5130,25505
08/16/17,11:32:00 AM,"RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in the  _",5410,8354,36123
08/16/17,11:31:00 AM,Congratulations John! https://t.co/vhmv7Qoutk,2677,7282,37725
08/16/17,11:24:00 AM,"RT @Harlan: Watching MSM you would have no idea @realDonaldTrump clearly, unambiguously &amp; repeatedly condemned the bigotry &amp; violence in Ch  _",6688,14538,40043
08/16/17,10:18:00 AM,Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,7054,8959,51948
08/16/17,10:12:00 AM,"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",29185,18153,70218
08/15/17,3:21:00 PM,"For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!",65398,25187,110741
08/15/17,12:08:00 PM,"Big day in Alabama. Vote for Luther Strange, he will be great!",15350,11356,60719
08/15/17,10:55:00 AM,RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl,10424,8971,35332
08/15/17,10:54:00 AM,"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",7886,7442,17410
08/15/17,10:30:00 AM,"Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.",8459,7968,47636
08/15/17,3:11:00 AM,"RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend, 9 deaths. No national media outrage. Why is that? https://t.co/9Crutnnrp8",14067,27184,53366
08/15/17,3:06:00 AM,"Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!",40735,20559,121411
08/15/17,2:38:00 AM,"RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G",4161,9412,33971
08/14/17,10:31:00 PM,"RT @FiIibuster: @realDonaldTrump We have a President that is putting the security and prosperity of America first. Thank you, President Tru  _",10326,15525,55407
08/14/17,10:29:00 PM,Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,79496,33768,128001
08/14/17,10:22:00 PM,Leaving for New York City and meetings on military purchases and trade.,10694,9365,62948
08/14/17,10:17:00 PM,"Big day in Washington, D.C., even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers!",8487,12730,70261
08/14/17,10:09:00 PM,.@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES!,14318,14445,65495
08/14/17,12:54:00 PM,"Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!",53362,22526,94165
08/14/17,10:54:00 AM,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,31444,20423,97053
08/14/17,10:38:00 AM,"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall, the military, tax cuts &amp; law enforcement.",12742,11442,60007
08/14/17,10:26:00 AM,Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,18195,12303,69141
08/13/17,10:03:00 PM,RT @axios: The DOJ is opening a civil rights investigation on the car attack in Charlottesville https://t.co/bkqmQENipV,7142,7201,25776
08/13/17,10:01:00 PM,RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea https://t.co/0w1L01EL0q https://t.co/9Q3FYUmNy1,7115,10015,33706
08/13/17,10:00:00 PM,RT @DailyCaller: Guam Governor To Trump: I _ve Never Felt Safer Than    With You At The Helm _ https://t.co/ESwleDjwuB https://t.co/2UwKmzJtPY,4817,11904,40519
08/13/17,12:17:00 PM,"RT @SecretService: Our thoughts &amp; prayers are with the families, friends &amp; colleagues of #Virginia's @VSPPIO Lt Cullen &amp; Tpr Bates #Charlot  _",4027,11380,41517
08/12/17,11:25:00 PM,"Condolences to the family of the young woman killed today, and best regards to all of those injured, in Charlottesville, Virginia. So sad!",64119,23421,111368
08/12/17,10:50:00 PM,Deepest condolences to the families &amp; fellow officers of the VA State Police who died today. You're all among the best this nation produces.,20064,26597,126770
08/12/17,9:49:00 PM,"We will continue to follow developments in Charlottesville, and will provide whatever assistance is needed. We are ready, willing and able. https://t.co/mCTYBgUePi",22346,15457,68035
08/12/17,9:19:00 PM,"We must remember this truth: No matter our color, creed, religion or political party, we are ALL AMERICANS FIRST. https://t.co/FesMiQSKKn",29132,33680,113046
08/12/17,7:26:00 PM,"Join me live from Bedminster, New Jersey: https://t.co/P3cRVvE0cY",8363,5251,32422
08/12/17,6:00:00 PM,"Am in Bedminster for meetings &amp; press conference on V.A. &amp; all that we have done, and are doing, to make it better-but Charlottesville sad!",23573,11405,60269
08/12/17,5:19:00 PM,We ALL must be united &amp; condemn all that hate stands for. There is no place for this kind of violence in America. Lets come together as one!,66851,59205,194274
08/12/17,2:06:00 AM,"Press Conference - Following National Security Briefing in Bedminster, New Jersey. _ _ https://t.co/v5O8GglOIK https://t.co/H1Zi5XRKEo",11461,11116,48820
08/11/17,9:43:00 PM,"As promised on the campaign trail, we will provide opportunity for Americans to gain skills needed to succeed &amp; thrive as the economy grows! https://t.co/ZycW4PPcU5",12754,15717,70449
08/11/17,8:42:00 PM,"""Consumer Comfort Reaches 16-Year High on U.S. Economic Optimism"" via Bloomberg https://t.co/X6KdszrxsS",9008,11908,52249
08/11/17,6:29:00 PM,We want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmBn4,7147,11101,51582
08/11/17,1:19:00 PM,RT @PacificCommand: #USAF B-1B Lancer #bombers on Guam stand ready to fulfill USFK _s #FightTonight mission if called upon to do so https://  _,6306,18475,51586
08/11/17,11:29:00 AM,"Military solutions are now fully in place,locked and loaded,should North Korea act unwisely.  Hopefully Kim Jong Un will find another path!",56248,59443,175234
08/11/17,11:12:00 AM,RT @foxandfriends: Senators learn the hard way about the fallout from turning on Trump https://t.co/wq8Im1cHpy,4580,8623,27949
08/11/17,11:12:00 AM,"RT @foxandfriends: Trump fires new warning shot at McConnell, leaves door open on whether he should step down https://t.co/tJIRc0usWl",5011,7488,29078
08/11/17,11:08:00 AM,RT @foxandfriends: FOX NEWS ALERT: 2 US drone strikes in Somalia target Al Qaeda and Al-Shabaab https://t.co/MqrY7zbMy2,1518,7464,28875
08/10/17,11:51:00 PM,"""Trump approval rebounds to 45%, surges among Hispanics, union homes, men"" https://t.co/vvJMDv9Gjl",29802,19922,78662
08/10/17,4:40:00 PM,"Mitch, get back to work and put Repeal &amp; Replace, Tax Reform &amp; Cuts and a great Infrastructure Bill on my desk for signing. You can do it!",37293,31175,122500
08/10/17,11:17:00 AM,RT @foxandfriends: FOX NEWS ALERT: North Korea responds to U.S. with Guam attack plan as Secretary Mattis warns Kim Jung Un    he is grossly  _,5303,11198,34385
08/10/17,11:13:00 AM,RT @ProgressPolls: Who is a better President of the United States? #ObamaDay,19405,17354,38753
08/10/17,10:54:00 AM,"Can you believe that Mitch McConnell, who has screamed Repeal &amp; Replace for 7 years, couldn't get it done. Must Repeal &amp; Replace ObamaCare!",33807,24842,105573
